PROVIDERID,PROVIDERNAME,PROVIDERSERVICETYPE,STREETADDRESS,CITY,STATE,ZIP,COUNTY,COMMUNITY,ECC,CCRR,SCHOOLDISTRICT,POINT_X,POINT_Y,AWARDDATE,EXPIRATIONDATE,QRISRATINGLEVEL,TOTALLICENSEDCAPACITY,CCCAPCHILDCOUNT_D1,CCCAPCASECOUNT_D1,CCCAPFAEXPDATE_D1,CCCAPTOTALAUTH_D1,CCCAPFASTATUS_D1,CCCAP_AMOUNT_PAID_D1,CCCAPFAEXPDATE_D2,CCCAPTOTALAUTH_D2,CCCAPFASTATUS_D2,YEAR_MONTH
1511404,WRAY COMMUNITY LEARNING CENTER,Child Care Center,345 W 7th,Wray,CO,80758,Yuma,Wray,Wray School District RD-2,"Early Childhood Council of Yuma, Washington, and Kit Carson","ECC Yuma, Washington, Kit Carson",-102.225825,40.075436,6/30/2017 0:00,6/30/2020 0:00,Level 3,70,2,1,6/30/2019 0:00,7,1,257,6/30/2019 0:00,10,1,20180630
1511412,HUDSON ELEMENTARY PRESCHOOL,Preschool Program,300 W Beech ST,Hudson,CO,80643,Weld,Keenesburg-Hudson,Keenesburg School District RE-3J,Promises for Children,Promises for Children,-104.639861,40.070196,4/12/2016 0:00,4/12/2019 0:00,Level 2,32, , , , , ,   , , , ,20180630
1511522,HOFF ELEMENTARY PRESCHOOL,Preschool Program,7558 WCR 59,Keenesburg,CO,80643,Weld,Keenesburg-Hudson,Keenesburg School District RE-3J,Promises for Children,Promises for Children,-104.508229,40.11027,4/14/2016 0:00,4/14/2019 0:00,Level 2,19, , , , , ,   , , , ,20180630
1511523,LOCHBUIE ELEMENTARY PRESCHOOL,Preschool Program,201 Bonanza BLVD,Lochbuie,CO,80603,Weld,Keenesburg-Hudson,Keenesburg School District RE-3J,Promises for Children,Promises for Children,-104.72258,40.004851,4/11/2016 0:00,4/11/2019 0:00,Level 2,80, , , , , ,   , , , ,20180630
1511524,SHIRLEY HUNTER,Family Child Care Home,9854 Foxhill CIR,Littleton,CO,80129,Douglas,Sedalia,Douglas County School District RE-1,Douglas County Early Childhood Council,Child Care Innovations,-105.026379,39.53943, , ,Level 1,6, , , , , ,   , , , ,20180630
1511525,DARCY GRAVES,Family Child Care Home,18864 E Burlington PL,Denver,CO,80249,Denver,Denver,Denver County School District 1,Denver's Early Childhood Council,Denver's ECC,-104.767369,39.790026,9/11/2017 0:00,9/11/2020 0:00,Level 2,6,4,2,2/28/2019 0:00,6,1,1000,2/28/2019 0:00,5,1,20180630
1511627,NEW HORIZONS ACADEMY,Child Care Center,33 S Harding,Johnstown,CO,80534,Weld,Johnstown-Milliken,Johnstown-Milliken School District RE-5J,Promises for Children,Promises for Children,-104.916067,40.335679, , ,Level 1,15, , , , , ,   , , , ,20180630
1511703,SHEPARDSON B.A.S.E. CAMP,School-Age Child Care Center,1501 Springwood DR,Fort Collins,CO,80525,Larimer,Fort Collins,Poudre School District R-1,Early Childhood Council of Larimer County,ECC of Larimer County,-105.050368,40.541891, , , ,150,4,4,12/31/2019 0:00,7,1,543,12/31/2019 0:00,5,1,20180630
1511790,CARRIE EDWARDS,Three under Two Family Child Care Home,22804 Oh Kay RD,Indian Hills,CO,80454,Jefferson,Central Jefferson,Jefferson County School District R-1,Triad Early Childhood Council,Child Care Innovations,-105.259536,39.639364,2/28/2018 0:00,2/28/2021 0:00,Level 2,6, , , , , ,   , , , ,20180630
1511838,PUEBLO SCHOOL DISTRICT NO. 60,Preschool Program,2003 Northmoor TER,Pueblo,CO,81008,Pueblo,Pueblo,Pueblo City School District 60,Pueblo Early Childhood Council,Childrens First,-104.633089,38.307703,4/24/2018 0:00,4/24/2021 0:00,Level 2,16, , , , , ,   , , , ,20180630
1511995,YMCA @ MONTEREY COMMUNITY,School-Age Child Care Center,2201 McElwain BLVD,Denver,CO,80229,Adams,West Adams,Mapleton School District 1,Early Childhood Partnership of Adams County,Child Care Innovations,-104.960783,39.852202, , , ,60,4,2,8/31/2019 0:00,4,1,366,8/31/2019 0:00,11,1,20180630
1511996,RIVERHOUSE CHILDREN'S CENTER,Child Care Center,742 Florida RD,Durango,CO,81301,La Plata,Durango,Durango School District 9-R,Early Childhood Council of La Plata County,ECC La Plata Co,-107.863554,37.288848,4/30/2016 0:00,4/30/2019 0:00,Level 3,74,7,5,12/31/2018 0:00,7,1,2306,12/31/2018 0:00,7,1,20180630
1512096,RMSER EARLY LEARNING CENTER,Child Care Center,6535 County Road 12.9,Conejos,CO,81129,Conejos,Antonito,South Conejos School District RE-10,Early Childhood Council of the San Luis Valley,ECC SLV,-106.021604,37.086906,1/1/2015 0:00,12/31/2020 0:00,Level 4,57, , , , , ,   , , , ,20180630
1512098,RMSER EARLY LEARNING CENTER,Child Care Center,390 Green Leaf ST,Sanford,CO,81151,Conejos,La Jara,Sanford School District 6J,Early Childhood Council of the San Luis Valley,ECC SLV,-105.903712,37.258211,1/1/2015 0:00,12/31/2020 0:00,Level 4,68, , , , , ,   , , , ,20180630
1512218,TIGGER TIME DAY CARE PROGRAM,School-Age Child Care Center,4137 NE County Line RD,Erie,CO,80516,Boulder,Lafayette-Louisville,St. Vrain Valley School District RE 1J,Early Childhood Council of Boulder County,ECC Boulder Co,-105.055568,40.049807, , , ,100, , ,2/29/2020 0:00,2,1,   ,2/29/2020 0:00,2,1,20180630
1512224,LINDA GIBBS,Experienced Family Child Care Home,60 E 6th ST,Cheyenne Wells,CO,80810,Cheyenne,Cheyenne Wells,Cheyenne County School District RE-5,"Cheyenne, Kiowa, and Lincoln Counties Early Childhood Council","Cheyenne, Lincoln, Kiowa ECC",-102.342012,38.822624, , ,Level 1,9, , , , , ,   , , , ,20180630
1512277,CANYON CREEK ELEMENTARY,School-Age Child Care Center,6070 S Versailles PKWY,Aurora,CO,80015,Arapahoe,South Aurora,Cherry Creek School District 5,Arapahoe County Early Childhood Council,Child Care Innovations,-104.719591,39.605889, , , ,120, , ,8/31/2020 0:00,0,1,   ,8/31/2020 0:00,0,1,20180630
1512326,ELIZABETH C-1 KIDS CLUB AT SINGING HILLS,School-Age Child Care Center,41012 Madrid DR,Parker,CO,80138,Elbert,Elizabeth,Elizabeth School District C-1,Elbert County Early Childhood Council,Alliance for Kids,-104.648164,39.464442, , , ,75,3,2,2/1/2020 0:00,4,1,536,2/1/2020 0:00,5,1,20180630
1512329,ELIZABETH C-1 KIDS CLUB AT RUNNING CREEK,School-Age Child Care Center,900 S Elbert ST,Elizabeth,CO,80107,Elbert,Elizabeth,Elizabeth School District C-1,Elbert County Early Childhood Council,Alliance for Kids,-104.598289,39.354383, , , ,45, , , , , ,   , , , ,20180630
1512401,BLUE HERON PRESCHOOL,Child Care Center,5987 W Dorado DR,Littleton,CO,80123,Jefferson,Northeast Jefferson,Jefferson County School District R-1,Triad Early Childhood Council,Child Care Innovations,-105.062427,39.613158,4/11/2017 0:00,4/11/2020 0:00,Level 2,32, , ,10/31/2019 0:00,0,1,   ,10/31/2019 0:00,0,1,20180630
1512509,DUNCAN YMCA - DENNISON ELEMENTARY SACC,School-Age Child Care Center,401 Independence ST,Lakewood,CO,80226,Jefferson,Northeast Jefferson,Jefferson County School District R-1,Triad Early Childhood Council,Child Care Innovations,-105.1061,39.721536, , , ,60, , , , , ,   , , , ,20180630
1512513,WESTVIEW ELEMENTARY BASE,School-Age Child Care Center,1300 Roseanna DR,Northglenn,CO,80234,Adams,West Adams,Northglenn-Thornton School District 12,Early Childhood Partnership of Adams County,Child Care Innovations,-105.004269,39.890557, , , ,100,19,12,9/30/2019 0:00,27,1,3375,9/30/2019 0:00,18,1,20180630
1512751,DPS DISCOVERY LINK @ LOWRY ELEMENTARY,School-Age Child Care Center,8001 E Cedar AVE,Denver,CO,80230,Denver,Denver,Denver County School District 1,Denver's Early Childhood Council,Denver's ECC,-104.896468,39.712913, , , ,75,8,6,8/31/2019 0:00,17,1,647,8/31/2019 0:00,24,1,20180630
1512769,BELLES AND BEAUS ACADEMY AT THE FARMS,Child Care Center,6150 S Tower RD,Aurora,CO,80015,Arapahoe,South Aurora,Cherry Creek School District 5,Arapahoe County Early Childhood Council,Child Care Innovations,-104.773947,39.604944,7/27/2016 0:00,7/27/2019 0:00,Level 2,209, , , , , ,   , , , ,20180630
1512803,FREE HORIZON MONTESSORI,Child Care Center,581 Conference DR,Golden,CO,80401,Jefferson,Golden,Jefferson County School District R-1,Triad Early Childhood Council,Child Care Innovations,-105.190593,39.719889, , ,Level 1,120,3,2,10/31/2019 0:00,5,1,212,10/31/2019 0:00,5,1,20180630
1512805,ASPEN SCHOOL DISTRICT PRESCHOOL,Child Care Center,0235 High School RD,Aspen,CO,81611,Pitkin,Aspen,Aspen School District 1,Rocky Mountain Early Childhood Council,Mountain Valley Developmental Svcs,-106.847997,39.191463,12/2/2014 0:00,12/1/2019 0:00,Level 4,68,2,1,9/30/2018 0:00,2,1,1601,9/30/2018 0:00,2,1,20180630
1512840,BERNICE SIGALA,Large Family Child Care Home,724 Morton ST,Monte Vista,CO,81144,Rio Grande,Monte Vista,Monte Vista School District C-8,Early Childhood Council of the San Luis Valley,ECC SLV,-106.150726,37.572075,2/2/2016 0:00,2/2/2019 0:00,Level 2,12,4,2,5/18/2018 0:00,4,1,516,5/18/2019 0:00,6,1,20180630
1512890,KENTON ELEMENTARY SCHOOL PRESCHOOL,Preschool Program,1255 Kenton ST,Aurora,CO,80010,Arapahoe,South Aurora,Adams-Arapahoe School District 28J,Arapahoe County Early Childhood Council,Child Care Innovations,-104.860574,39.735566,5/31/2015 0:00,5/31/2018 0:00,Level 4,16, , ,9/30/2020 0:00,0,1,   ,9/30/2020 0:00,0,1,20180630
1512899,EARLY CHILDHOOD UNIVERSITY,Child Care Center,2651 W 11th St. RD,Greeley,CO,80634,Weld,Greeley,Greeley School District 6,Promises for Children,Promises for Children,-104.723208,40.420863,11/2/2016 0:00,11/1/2021 0:00,Level 4,80, , , , , ,   , , , ,20180630
1512913,MONTESSORI ACADEMY OF COLORADO,Child Care Center,2500 Curtis ST,Denver,CO,80205,Denver,Denver,Denver County School District 1,Denver's Early Childhood Council,Denver's ECC,-104.983068,39.755891,5/2/2014 0:00,5/1/2019 0:00,Level 4,259, , , , , ,   , , , ,20180630
1512953,SHANNON BINGHAM,Large Family Child Care Home,5195 Eaton ST,Denver,CO,80212,Denver,Denver,Denver County School District 1,Denver's Early Childhood Council,Denver's ECC,-105.059671,39.790886, , ,Level 1,12, , , , , ,   , , , ,20180630
1512967,MILE HIGH ACADEMY CHILDCARE,Child Care Center,1733 Dad Clark DR,Highlands Ranch,CO,80126,Douglas,Sedalia,Douglas County School District RE-1,Douglas County Early Childhood Council,Child Care Innovations,-104.967784,39.562652, , ,Level 1,100, , , , , ,   , , , ,20180630
1513028,SILVERTON FAMILY LEARNING CENTER,Child Care Center,195 E 16th ST,Silverton,CO,81433,San Juan,Silverton,Silverton School District 1,County not covered by a Council,ECC La Plata Co,-107.660393,37.814353, , ,Level 1,30, , ,12/31/2018 0:00,0,1,   ,12/31/2018 0:00,0,1,20180630
1513103,ASSUMPTION CATHOLIC,Child Care Center,2361 E 78th AVE,Denver,CO,80229,Adams,West Adams,Mapleton School District 1,Early Childhood Partnership of Adams County,Child Care Innovations,-104.957986,39.838424, , ,Level 1,50, , , , , ,   , , , ,20180630
1513112,SUSAN PEDERSON,Experienced Family Child Care Home,13760 W Purdue AVE,Morrison,CO,80465,Jefferson,Northeast Jefferson,Jefferson County School District R-1,Triad Early Childhood Council,Child Care Innovations,-105.15438,39.635629, , ,Level 1,9, , , , , ,   , , , ,20180630
1513113,HULSTROM OPTIONS BASE,School-Age Child Care Center,11551 Wyco DR,Northglenn,CO,80233,Adams,West Adams,Northglenn-Thornton School District 12,Early Childhood Partnership of Adams County,Child Care Innovations,-104.965928,39.905576, , , ,150, , ,8/31/2019 0:00,0,1,   ,8/31/2019 0:00,0,1,20180630
1513115,STEP BY STEP TEEN PARENT PROGRAM,Child Care Center,709 E Riverview AVE,Fort Morgan,CO,80701,Morgan,Fort Morgan,Fort Morgan School District RE-3,Morgan County Early Childhood Council,Morgan Co Family Center,-103.793479,40.261263,11/1/2015 0:00,11/1/2020 0:00,Level 4,27,7,6,8/31/2018 0:00,7,1,3806,8/31/2018 0:00,0,1,20180630
1513134,PAULA CHRISTIE,Experienced Family Child Care Home,50 W 9th South,Cheyenne Wells,CO,80810,Cheyenne,Cheyenne Wells,Cheyenne County School District RE-5,"Cheyenne, Kiowa, and Lincoln Counties Early Childhood Council","Cheyenne, Lincoln, Kiowa ECC",-102.3589,38.820244,11/29/2016 0:00,11/29/2019 0:00,Level 2,9,1,1,6/30/2019 0:00,2,1,82,6/30/2019 0:00,2,1,20180630
1513137,MIAMI - YODER PRESCHOOL,Child Care Center,420 S Rush RD,Rush,CO,80833,El Paso,Southeastern El Paso,Miami-Yoder School District 60-JT,Alliance for Kids,Alliance for Kids,-104.092427,38.828276,4/20/2017 0:00,4/20/2020 0:00,Level 2,30, , , , , ,   , , , ,20180630
1513156,ANDREA MARTINEZ,Large Family Child Care Home,1408 S De Gaulle CT,Aurora,CO,80018,Arapahoe,East Arapahoe,Adams-Arapahoe School District 28J,Arapahoe County Early Childhood Council,Child Care Innovations,-104.705271,39.691436, , ,Level 1,6, , , , , ,   , , , ,20180630
1513176,JOEY DAME,Large Family Child Care Home,11815 Snowshoe DR,Parker,CO,80138,Douglas,Parker,Douglas County School District RE-1,Douglas County Early Childhood Council,Child Care Innovations,-104.743101,39.50208, , ,Level 1,12, , , , , ,   , , , ,20180630
1513200,FAMILY CENTER FOR LEARNING,Child Care Center,2115 Afton WAY,Colorado Springs,CO,80909,El Paso,Colorado Springs,Colorado Springs School District 11,Alliance for Kids,Alliance for Kids,-104.781655,38.860824,3/31/2016 0:00,3/31/2019 0:00,Level 4,32, , , , , ,   , , , ,20180630
1513247,SANGRE DE CRISTO SCHOOL DISTRICT RE 22J,Preschool Program,8751 Lane 7 N,Mosca,CO,81146,Alamosa,Mosca-Hooper,Sangre de Cristo School District RE-22J,Early Childhood Council of the San Luis Valley,ECC SLV,-105.878299,37.677018,11/30/2017 0:00,11/30/2020 0:00,Level 4,19, , , , , ,   , , , ,20180630
1513492,PSD EARLY CHILDHOOD,Child Care Center,501 E Elizabeth,Fort Collins,CO,80521,Larimer,Fort Collins,Poudre School District R-1,Early Childhood Council of Larimer County,ECC of Larimer County,-105.069171,40.573524,1/1/2015 0:00,12/31/2020 0:00,Level 4,20, , , , , ,   , , , ,20180630
1513578,BARBARA RICHARDSON,Three under Two Family Child Care Home,9375 Utica ST,Westminster,CO,80031,Adams,West Adams,Westminster School District 50,Early Childhood Partnership of Adams County,Child Care Innovations,-105.043571,39.866921, , ,Level 1,6, , , , , ,   , , , ,20180630
1513594,SARAH HEWITT,Family Child Care Home,6396 Lamar PL,Arvada,CO,80003,Jefferson,Northeast Jefferson,Jefferson County School District R-1,Triad Early Childhood Council,Child Care Innovations,-105.067952,39.812578,11/30/2017 0:00,11/30/2020 0:00,Level 5,6, , ,10/31/2019 0:00,0,1,   ,10/31/2019 0:00,0,1,20180630
1513602,DOUGLAS CTY SCHL FRONTIER VALLEY PRSCHL,Preschool Program,23919 E Canterberry TRL,Parker,CO,80138,Douglas,Parker,Douglas County School District RE-1,Douglas County Early Childhood Council,Child Care Innovations,-104.714517,39.502139,10/25/2016 0:00,10/25/2019 0:00,Level 2,15, , , , , ,   , , , ,20180630
1513615,The Learning House Foundation for Early Lrng,Preschool Program,3533 Riva Ridge DR,Fort Collins,CO,80526,Larimer,Fort Collins,Poudre School District R-1,Early Childhood Council of Larimer County,ECC of Larimer County,-105.085468,40.53848, , ,Level 1,35, , , , , ,   , , , ,20180630
1513720,CHALLENGE TO EXCELLENCE CHARTER,School-Age Child Care Center,16995 E Carlson DR,Parker,CO,80134,Douglas,Parker,Douglas County School District RE-1,Douglas County Early Childhood Council,Child Care Innovations,-104.790552,39.5464, , , ,100, , , , , ,   , , , ,20180630
1513738,MOUNTAIN SPROUTS PRESCHOOL,Child Care Center,135 E Galena,Telluride,CO,81435,San Miguel,Telluride,Telluride School District R-1,Bright Futures,Bright Futures,-107.809463,37.938825,6/26/2017 0:00,6/26/2020 0:00,Level 2,15, , ,12/31/2018 0:00,5,1,   ,12/31/2018 0:00,5,1,20180630
1513765,REBECCA REDMOND,Family Child Care Home,12675 Garrett RD,Peyton,CO,80831,El Paso,Elsmere,Falcon School District 49,Alliance for Kids,Alliance for Kids,-104.591721,38.910531, , ,Level 1,6, , , , , ,   , , , ,20180630
1513995,RHEANN ROMAN,Family Child Care Home,200 Brown RD,Montrose,CO,81401,Montrose,Montrose,Montrose County School District RE-1J,Bright Futures,Bright Futures,-107.869723,38.467985,1/1/2017 0:00,1/1/2020 0:00,Level 2,6,5,5,6/30/2018 0:00,5,1,1792,6/30/2018 0:00,7,1,20180630
1514036,LORA MANN,Family Child Care Home,601 E 41st,Loveland,CO,80538,Larimer,Loveland,Thompson School District R-2J,Early Childhood Council of Larimer County,ECC of Larimer County,-105.069905,40.4345,5/31/2018 0:00,5/31/2021 0:00,Level 2,6,1,1,12/31/2018 0:00,1,1,530,12/31/2018 0:00,1,1,20180630
1514097,CONNIE HENSON,Family Child Care Home,220 N 43rd Ave CT,Greeley,CO,80634,Weld,Greeley,Greeley School District 6,Promises for Children,Promises for Children,-104.747514,40.435042, , ,Level 1,6, , , , , ,   , , , ,20180630
1514138,ST. STEPHEN'S PRESCHOOL,Child Care Center,414 S Hyland PARK,Glenwood Springs,CO,81601,Garfield,Glenwood Springs,Roaring Fork School District RE-1,Rocky Mountain Early Childhood Council,Mountain Valley Developmental Svcs,-107.324587,39.533812, , ,Level 1,19,2,2,8/31/2018 0:00,2,1,497,8/31/2018 0:00,2,1,20180630
1514232,AMANDA ANTOON,Family Child Care Home,10817 Scenic Brush Dr.,Peyton,CO,80831,El Paso,Black Forest-Peyton,Falcon School District 49,Alliance for Kids,Alliance for Kids,-104.601737,38.955805, , ,Level 1,6, , , , , ,   , , , ,20180630
1514253,HORIZONS CHILDCARE INC,School-Age Child Care Center,364 Main ST,Security,CO,80911,El Paso,Fountain,Widefield School District 3,Alliance for Kids,Alliance for Kids,-104.740771,38.753261, , , ,29,25,12,9/30/2019 0:00,28,1,6182,9/30/2019 0:00,27,1,20180630
1514331,ADVENTURES IN CHILD CARE,School-Age Child Care Center,4460 Parmalee Gulch RD,Indian Hills,CO,80454,Jefferson,Central Jefferson,Jefferson County School District R-1,Triad Early Childhood Council,Child Care Innovations,-105.269986,39.638176, , , ,24, , , , , ,   , , , ,20180630
1514332,LOWRY MONTESSORI,Child Care Center,957 Ulster WAY,Denver,CO,80230,Denver,Denver,Denver County School District 1,Denver's Early Childhood Council,Denver's ECC,-104.89393,39.730953,1/1/2015 0:00,12/31/2020 0:00,Level 4,151,45,40,10/31/2020 0:00,48,1,37485,10/31/2020 0:00,45,1,20180630
1514389,TONDA GAUNT,Family Child Care Home,12235 6450 RD,Montrose,CO,81401,Montrose,Montrose,Montrose County School District RE-1J,Bright Futures,Bright Futures,-107.885051,38.516288, , ,Level 1,6,3,2,6/30/2018 0:00,3,1,1059,6/30/2018 0:00,2,1,20180630
1514497,LINDA LOPEZ,Family Child Care Home,9686 E 105th PL,Henderson,CO,80640,Adams,Brighton,Brighton School District 27J,Early Childhood Partnership of Adams County,Child Care Innovations,-104.880522,39.888012, , ,Level 1,6,2,1,5/31/2019 0:00,2,1,1276,5/31/2019 0:00,2,1,20180630
1514744,EARLY CHILDHOOD EDUCATION,Preschool Program,4120 Constitution AVE,Colorado Springs,CO,80909,El Paso,Colorado Springs,Colorado Springs School District 11,Alliance for Kids,Alliance for Kids,-104.749348,38.862421, , ,Level 1,32, , , , , ,   , , , ,20180630
1514789,ROBIN ZAHROWSKI,Three under Two Family Child Care Home,1000 Hemlock DR,Windsor,CO,80550,Weld,Windsor,Windsor School District RE-4,Promises for Children,Promises for Children,-104.910281,40.46944,12/15/2017 0:00,12/15/2020 0:00,Level 2,6, , , , , ,   , , , ,20180630
1514901,KRISTY LECHMAN,Experienced Family Child Care Home,109 Jones LN,Sterling,CO,80751,Logan,Sterling,Valley School District RE-1,"Early Childhood Council of Logan, Phillips, and Sedgwick Counties","ECC Logan, Phillips, Sedgwick",-103.194879,40.639897, , ,Level 1,9, , , , , ,   , , , ,20180630
1515097,TAMARA REEL,Family Child Care Home,1642 Crestview LN,Erie,CO,80516,Weld,Erie-Frederick,St. Vrain Valley School District RE 1J,Promises for Children,Promises for Children,-105.024926,40.013765, , ,Level 1,6, , , , , ,   , , , ,20180630
1515102,BABETTE TORRES,Large Family Child Care Home,5102 Tucson WAY,Denver,CO,80239,Denver,Denver,Denver County School District 1,Denver's Early Childhood Council,Denver's ECC,-104.840815,39.789526, , ,Level 1,12, , , , , ,   , , , ,20180630
1515149,KIDS ADVENTURE CLUB,School-Age Child Care Center,2305 Mt. Werner CIR,Steamboat Spring,CO,80487,Routt,Steamboat Springs,Steamboat Springs School District RE-2,First Impressions of Routt County,Summit Co CCR&R,-106.806171,40.457484, , , ,150, , , , , ,   , , , ,20180630
1515621,DPS ECE LOWRY ELEMENTARY SCHOOL,Child Care Center,8001 E Cedar AVE,Denver,CO,80230,Denver,Denver,Denver County School District 1,Denver's Early Childhood Council,Denver's ECC,-104.896468,39.712913,1/31/2017 0:00,1/31/2020 0:00,Level 4,40, , , , , ,   , , , ,20180630
1515635,CARMEN CORRALES,Three under Two Family Child Care Home,5390 S Bahama CT,Centennial,CO,80015,Arapahoe,South Aurora,Cherry Creek School District 5,Arapahoe County Early Childhood Council,Child Care Innovations,-104.768401,39.619394, , ,Level 1,6, , , , , ,   , , , ,20180630
1515848,RASHIKA LOCKE,Family Child Care Home,20906 E 54th AVE,Denver,CO,80249,Denver,Denver,Denver County School District 1,Denver's Early Childhood Council,Denver's ECC,-104.744148,39.79311, , ,Level 1,6,5,4,9/30/2019 0:00,13,1,1425,9/30/2019 0:00,9,1,20180630
1515892,THE RISE SCHOOL OF DENVER,Preschool Program,4901 E Eastman AVE,Denver,CO,80222,Denver,Denver,Denver County School District 1,Denver's Early Childhood Council,Denver's ECC,-104.930312,39.658951,10/31/2016 0:00,10/31/2019 0:00,Level 3,44, , , , , ,   , , , ,20180630
1515938,NORMA MOLINA,Family Child Care Home,8269 S Ogden CIR,Littleton,CO,80122,Arapahoe,Southwest Arapahoe,Littleton School District 6,Arapahoe County Early Childhood Council,Child Care Innovations,-104.9762,39.566819, , ,Level 1,6, , , , , ,   , , , ,20180630
1515990,AUTUMN KEITH,Family Child Care Home,173 Trader ST,Keenesburg,CO,80643,Weld,Keenesburg-Hudson,Keenesburg School District RE-3J,Promises for Children,Promises for Children,-104.517276,40.107405, , ,Level 1,6, , , , , ,   , , , ,20180630
1516053,ANGELICA GAUCIN,Experienced Family Child Care Home,4025 North DR,Pueblo,CO,81008,Pueblo,Pueblo,Pueblo City School District 60,Pueblo Early Childhood Council,Childrens First,-104.6323,38.313791,2/27/2017 0:00,2/27/2020 0:00,Level 2,8,2,2,1/31/2019 0:00,2,1,746,1/31/2019 0:00,2,1,20180630
1516088,JANICE TADER,Three under Two Family Child Care Home,7696 W Laurel AVE,Littleton,CO,80128,Jefferson,Northeast Jefferson,Jefferson County School District R-1,Triad Early Childhood Council,Child Care Innovations,-105.084797,39.578471, , ,Level 1,6, , , , , ,   , , , ,20180630
1516115,NICHOLE DELIN,Large Family Child Care Home,11984 Glencoe DR,Thornton,CO,80233,Adams,West Adams,Northglenn-Thornton School District 12,Early Childhood Partnership of Adams County,Child Care Innovations,-104.924718,39.913267,6/12/2017 0:00,6/12/2020 0:00,Level 2,8, , , , , ,   , , , ,20180630
1516130,JILL GALLAGHER,Family Child Care Home,861 Amber CT,Windsor,CO,80550,Weld,Windsor,Windsor School District RE-4,Promises for Children,Promises for Children,-104.889728,40.470646,1/24/2017 0:00,1/24/2020 0:00,Level 2,6, , , , , ,   , , , ,20180630
1516226,EARLY EDUCATION CENTER,Child Care Center,33 Parson RD,Winter Park,CO,80404,Grand,Granby,East Grand School District 2,Grand and Jackson Early Childhood Council,Summit Co CCR&R,-105.762426,39.886795,9/29/2017 0:00,9/30/2020 0:00,Level 4,35,1,1,8/31/2019 0:00,1,1,495,8/31/2019 0:00,3,1,20180630
1516291,SHANNON AVILA,Large Family Child Care Home,6235 E 122nd DR,Brighton,CO,80602,Adams,West Adams,Northglenn-Thornton School District 12,Early Childhood Partnership of Adams County,Child Care Innovations,-104.914754,39.918726,3/31/2017 0:00,3/31/2020 0:00,Level 5,12, , ,1/31/2019 0:00,0,1,   ,1/31/2019 0:00,0,1,20180630
1516570,EARLY CONNECTIONS @ COURT CARE,Child Care Center,270 S Tejon,Colorado Springs,CO,80903,El Paso,Colorado Springs,Colorado Springs School District 11,Alliance for Kids,Alliance for Kids,-104.824585,38.830468, , ,Level 1,30, , , , , ,   , , , ,20180630
1516674,NORTH ROUTT PRESCHOOL & EARLY LEARNING CENTER,Child Care Center,26999 Eagle Lane,Clark,CO,80428,Routt,Steamboat Springs,Steamboat Springs School District RE-2,First Impressions of Routt County,Summit Co CCR&R,-106.917352,40.713184,6/30/2016 0:00,6/30/2019 0:00,Level 4,30,2,1,6/4/2018 0:00,2,1,744,12/31/2019 0:00,2,1,20180630
