PROVIDERID,ZIP,SERVICETYPEBYAGE,COORDINATES
1561591,80909,FCC/DC/CCC,"[38.86517, -104.780176]"
1561709,80127,FCC/DC/CCC,"[39.625763, -105.12169399999999]"
1561724,80521,Preschool Facility,"[40.587563, -105.08076200000001]"
1561733,80906,FCC/DC/CCC,"[38.798699, -104.84823100000001]"
1561752,80501,FCC/DC/CCC,"[40.153619, -105.119193]"
1561789,80534,FCC/DC/CCC,"[40.33551, -104.915297]"
1561843,80003,School-Age Facility,"[39.820935999999996, -105.06376499999999]"
1561877,80918,Preschool Facility,"[38.935695, -104.732191]"
1561882,80501,FCC/DC/CCC,"[40.199393, -105.12021200000001]"
1561885,80503,Preschool Facility,"[40.19178, -105.177252]"
1561886,80910,Preschool Facility,"[38.827539, -104.78217]"
1562417,80537,FCC/DC/CCC,"[40.393056, -105.062982]"
1562444,80232,Preschool Facility,"[39.691936, -105.104281]"
1562487,81401,FCC/DC/CCC,"[38.489424, -107.857059]"
1562511,80021,Preschool Facility,"[39.856574, -105.09801599999999]"
1562520,80022,FCC/DC/CCC,"[39.879870000000004, -104.78779499999999]"
1562601,80909,FCC/DC/CCC,"[38.866944000000004, -104.75498499999999]"
1562619,80501,FCC/DC/CCC,"[40.154990999999995, -105.11004799999999]"
1562639,81232,School-Age Facility,"[38.263304, -105.667275]"
1562666,80538,School-Age Facility,"[40.44317, -105.080018]"
1562681,80107,School-Age Facility,"[39.359152, -104.628165]"
1562722,80535,School-Age Facility,"[40.627342999999996, -105.142799]"
1562768,80525,FCC/DC/CCC,"[40.50197, -105.075034]"
1562834,80525,FCC/DC/CCC,"[40.523386, -105.070656]"
1562966,80903,Preschool Facility,"[38.852557, -104.82024]"
1562977,80015,FCC/DC/CCC,"[39.623388, -104.729683]"
1563000,80534,FCC/DC/CCC,"[40.338812, -104.93014299999999]"
1563216,80224,FCC/DC/CCC,"[39.712669, -104.91282]"
1563227,80817,FCC/DC/CCC,"[38.690822999999995, -104.708186]"
1563260,80210,FCC/DC/CCC,"[39.704715, -104.94893799999998]"
1563264,80013,FCC/DC/CCC,"[39.650532, -104.741188]"
1563323,80446,FCC/DC/CCC,"[40.087203, -105.941194]"
1563416,80012,School-Age Facility,"[39.708399, -104.840988]"
1563418,80012,School-Age Facility,"[39.683129, -104.820061]"
1563419,80012,School-Age Facility,"[39.703773999999996, -104.83300600000001]"
1563487,80017,School-Age Facility,"[39.702706, -104.802524]"
1563553,80018,School-Age Facility,"[39.690832, -104.71042]"
1563808,80220,FCC/DC/CCC,"[39.746342999999996, -104.92948799999999]"
1563870,80534,Preschool Facility,"[40.335108, -104.950149]"
1563984,80538,FCC/DC/CCC,"[40.409017999999996, -105.06724299999999]"
1564094,80516,FCC/DC/CCC,"[40.041621, -105.06668]"
1564112,80501,FCC/DC/CCC,"[40.164823999999996, -105.105529]"
1564151,80109,Preschool Facility,"[39.40161, -104.884642]"
1564169,80534,Preschool Facility,"[40.336317, -104.91978]"
1564223,80026,School-Age Facility,"[40.000284, -105.093632]"
1564468,80003,FCC/DC/CCC,"[39.824148, -105.0668]"
1564545,80214,School-Age Facility,"[39.750377, -105.05738400000001]"
1564569,81625,FCC/DC/CCC,"[40.516657, -107.537074]"
